paper_id,title,abstract,in_out,in_out_ignoring_exclcrit2,criteria,has intervention,is on older adults,has tech,has SI,remote,Rand
168,"Quality of life in community-dwelling older people in Ireland: Association with ageing perceptions, physical health and psychological well-being","Quality of life (QoL) is a key outcome variable in determining the success of health and social policy. Often, QoL is assessed in a context where health or well-being are compromised. This study sought to explore individually defined QoL among older people living in the community in Ireland and to examine its determinants, including health and psychological well-being, and perceptions of ageing. A national randomly selected sample of community-dwelling older people (aged 65+) in the Republic of Ireland and Northern Ireland (N = 1,815) were interviewed in their homes. QoL, health and social status, and perceptions of ageing were assessed. The mean QoL score was high (78.5, SD = 18.1). Higher QoL was associated with higher social class, better self-assessed health, fewer functional impairments and lower levels of depression and loneliness (all p < .001). Higher QoL was also associated with more positive perceptions of ageing. While QoL for this older population was high, it was significantly negatively affected by lower socio-economic status and negative perceptions of ageing. © 2010 by The Psychological Society of Ireland.",0,0,no tech,1,,,,,0.9026834225
255,"What about us, seniors? What difficulties do we face using Information and Communication Technology?","In a society marked by rapid demographic ageing and constant technological advances, investing in studies that promote communication and lessen social isolation is justified. This study aims to present the main difficulties seniors face using Information and Communications Technology (ICT), particularly computers; writing and formatting text, accessing the Internet to browse and do research; and using asynchronous and synchronous communication services like email and instant messaging. For conducting this study, partnerships were established with four Private Institutions for Social Solidarity in the municipality of Aveiro, within the scope of the SEDUCE project. The tools used for data collection were two questionnaire surveys and a field journal. The study included the participation of 22 seniors who used ICTs twice a week, in a total of 80 sessions of 90 minutes each. The results suggest that, although seniors experience countless and various difficulties, they are motivated, interested and determined to make the effort of integrating this activity into their daily life. © 2015 IEEE.",0,0,not SI,1,,,,,0.2263879868
131,Original research: Loneliness and quality of life in chronically ILL rural older adults,"Background: Loneliness is a contributing factor to various health problems in older adults, including complex chronic illness, functional decline, and increased risk of mortality. OBJECTIVES: A pilot study was conducted to learn more about the prevalence of loneliness in rural older adults with chronic illness and how it affects their quality of life. The purposes of the data analysis reported here were twofold: to describe loneliness, chronic illness diagnoses, chronic illness control measures, prescription medication use, and quality of life in a sample of rural older adults; and to examine the relationships among these elements. Methods: A convenience sample of 60 chronically ill older adults who were community dwelling and living in Appalachia was assessed during face-to-face interviews for loneliness and quality of life, using the University of California, Los Angeles (UCLA) Loneliness Scale (version 3) and the CASP-12 quality of life scale. Chronic illness diagnoses, chronic illness control measures, and medication use data were collected through review of participants' electronic medical records. Results: Overall mean loneliness scores indicated significant loneliness. Participants with a mood disorder such as anxiety or depression had the highest mean loneliness scores, followed by those with lung disease and those with heart disease. Furthermore, participants with mood disorders, lung disease, or heart disease had significantly higher loneliness scores than those without these conditions. Loneliness was significantly related to total number of chronic illnesses and use of benzodiazepines. Use of benzodiazepines, diuretics, nitrates, and bronchodilators were each associated with a lower quality of life. CONCLUSIONS: Nurses should assess for loneliness as part of their comprehensive assessment of patients with chronic illness. Further research is needed to design and test interventions for loneliness.",0,0,no tech,1,,,,,0.005539913763
130,Multidimensional structure of the Groningen Frailty Indicator in community-dwelling older people,"Background: Due to the rapidly increasing number of older people worldwide, the prevalence of frailty among older adults is expected to escalate in coming decades. It is crucial to recognize early onset symptoms to initiate specific preventive care. Therefore, early detection of frailty with appropriate screening instruments is needed. The aim of this study was to evaluate the underlying dimensionality of the Groningen Frailty Indicator (GFI), a widely used self-report screening instrument for identifying frail older adults. In addition, criterion validity of GFI subscales was examined and composition of GFI scores was evaluated. Methods. A cross-sectional study design was used to evaluate the structural validity, internal consistency and criterion validity of the GFI questionnaire in older adults aged 65 years and older. All subjects completed the GFI questionnaire (n = 1508). To assess criterion validity, a smaller sample of 119 older adults completed additional questionnaires: De Jong Gierveld Loneliness Scale, Hospital Anxiety Depression Scale, RAND-36 physical functioning, and perceived general health item of the EuroQol-5D. Exploratory factor analysis and Mokken scale analysis were used to evaluate the structural validity of the GFI. A Venn diagram was constructed to show the composition of GFI subscale scores for frail subjects. Results: The factor structure of the GFI supported a three-dimensional structure of the scale. The subscales Daily Activities and Psychosocial Functioning showed good internal consistency, scalability, and criterion validity (Daily Activities: Cronbach's α = 0.81, H§ssub§s§esub§ =.84, r = -.62; Psychosocial Functioning: Cronbach's α = 0.80, H§ssub§s§esub§ =.35, r = -.48). The subscale Health Problems showed less strong internal consistency but acceptable scalability and criterion validity (Cronbach's α =.57, H§ssub§s§esub§ =.35, r = -.48). The present data suggest that 90% of the frail older adults experience problems in the Psychosocial Functioning domain. Conclusions: The present findings support a three-dimensional factor structure of the GFI, suggesting that a multidimensional assessment of frailty with the GFI is possible. These GFI subscale scores produce a richer assessment of frailty than with a single overall sum GFI score, and likely their use will contribute to more directed and customized care for older adults. © 2013 Bielderman et al.; licensee BioMed Central Ltd.",0,0,no tech,1,,,,,0.196171465
58,AGNES: Connecting people in a multimodal way,"Western societies are confronted with a number of challenges caused by the increasing number of older citizens. One important aspect is the need and wish of older people to live as long as possible in their own home and maintain an independent life. As people grew older, their social networks disperse, with friends and families moving to other parts of town, other cities or even countries. Additionally, people become less mobile with age, leading to less active participation in societal life. Combined, this normal, age-related development leads to increased loneliness and social isolation of older people, with negative effects on mental and physical health of those people. In the AGNES project, a home-based system has been developed that allows connecting elderly with their families, friends and other significant people over the Internet. As most older people have limited experience with computers and often special requirements on technology, one focus of AGNES was to develop with the users novel technological means for interacting with their social network. The resulting system uses ambient displays, tangible interfaces and wearable devices providing ubiquitous options for interaction with the network, and secondary sensors for additionally generating carefully chosen information on the person to be relayed to significant persons. Evaluations show that the chosen modalities for interaction are well adopted by the users. Further it was found that use of the AGNES system had positive effects on the mental state of the users, compared to the control group without the technology. © 2013 OpenInterface Association.",0,0,no SI,1,,,,,0.02731336227
118,Asset based community development-enriching the lives of older citizens,"Purpose-The purpose of this paper is to demonstrate how asset-based community development (ABCD) can be used to build inclusive, connected communities that intentionally value the contribution of older citizens.Design/methodology/approach-ABCD was used as an approach to enable older people to transform their neighbourhood and make them a better place to live for all ages. The paper describes this approach and goes on to illustrate how it has been applied in three neighbourhoods using case studies.Findings-The case studies show that by using ABCD, connections can be made between people, associations/clubs, businesses and services, to achieve the aspirations the citizens have for their neighbourhood. The contribution of older citizens to community life is valued and the risk of isolation and loneliness reduced.Originality/value-The three case studies presented in this paper are unique in that they have applied ABCD with older people taking on the role of community builders and connectors. © 2014 Emerald Group Publishing Limited.",0,0,no tech,1,,,,,0.2850127455
221,Environmental influences on the older person,"One must consider the relationship between the environment and the four basic psychosocial needs of man: order, identity, social connectedness and effectiveness. 1. Order. In order to function and to orient, a person must put an environment into some context of experience. Older people's cautiousness is partly a consequence of their decreasing sensory capability and of their reliance on less skillful ways of processing information about the situation. 2. Identity. The person needs to know how he fits into a situation, and what makes him different or unique. 3. Social connectedness. There is need for control over the intensity and quality of social contact with other individuals. 4. Effectiveness refers to the individual's need to have impact on his environment, to manipulate the environment and to have some sense of control. Privacy, like territory, has four main facets; basically, all refer to the individual's ability to control the quality and quantity of his social interaction. To a large extent, privacy and territoriality cut across the psychosocial needs of order, identity, social connectedness and effectiveness. The fourth facet is the condition of reserve. This is a psychologic privacy necessitated when the physical surroundings do not permit the other levels of privacy. The environment is a complex phenomenon made up of the individual, the physical setting, the rules and regulations governing that setting and the people in it, and the interpersonal and suprapersonal social constants. One must also be aware of the psychosocial needs of the individual for order, identity, social connectedness and effectiveness.",0,0,no tech,1,,,,,0.7189200322
364,Psychotic states arising in late life (late paraphrenia) the role of risk factors,"Background. This study explored the association between 'late paraphrenia' and various risk factors such as female gender, sensory impairment, marital status, positive family history of psychoses, and the presence of abnormal neurological signs. It was hypothesised that patients would show significantly more abnormal neurological signs than controls. Method. Inclusion criteria for the diagnosis of late paraphrenia were fulfilled by 47 patients, including in-patients, out-patients, day-patients, and those living in the community. Thirty-three age-, sex-, education-, and premorbid IQ-matched elderly controls were recruited from luncheon clubs in Southwark and Lambeth (London, UK). A scale for the assessment of neurological soft and hard signs was developed for this study. The Abnormal Involuntary Movement Scale (AIMS) and the Tardive Dyskinesia Rating Scale (TDRS) were also used. Results. There was a high female-to-male ratio (42:5), and a fourfold increase in the risk of patients having hearing impairment (odds ratio=4.15, CI(odds) = 1.36 to 12.63). There was no difference between the two groups in visual difficulties nor in marital status. Patients were approximately ten times more likely to be living on their own (odds ratio = 10.61; CI(odds) = 3.59 to 31.33) and 16 times more likely to be considered socially isolated (odds ratio = 16.65; CI(odd);= 5.39 to 51.40). There was no difference between patients and controls in frequency of schizophrenia-like family history. Patients were more likely than controls to exhibit neurological soft signs (z=4.70; P<0.001; CI(d)=4.61 to 9.63). The presence of abnormal involuntary and tardive dyskinesia movements was associated with the use of antipsychotic medication. Conclusion. Women appear to run a greater risk of developing late paraphrenia, especially those who are socially isolated and present with associated hearing impairment. The increased presence of neurological soft signs among patients indicates that brain disease may be a critical factor in the development of psychotic symptoms in late life.",0,0,"not SI, no tech",1,,,,,0.331127002
368,Doomed status: Observations on the segregation of impaired old people,"The antecedents and consequences of the segregation of severely impaired old people within institutions is a problem that deserves more research attention than it has so far received. Given that such segregation exists and that it has some positive benefits for both staff and residents in homes for the aged, it is proposed that there exist among administration and ward staff impulses to avoid the mentally impaired aged, and that these impulses are part of a more general phylogenetic residue. Many animals show avoidance reactions in the presence of strange objects or strange conspecific individuals, and the more advanced the animal, the more disturbed he seems to be. It is suggested that the segregation of impaired old people consigns them to a doomed role, rather than a sick role, and that the process operates largely through the impact of the activation of the emergency team and the withdrawal of community support and can result in the death of the individual, partly by means of suggestion. Examples of sudden unexplained deaths are drawn from material on simpler societies. © 1979 Human Sciences Press.",0,0,"not SI, no tech",1,,,,,0.377670066
102,Chronic illness and loneliness in older adulthood: The role of self-protective control strategies,"This study examined whether levels of chronic illness predict enhanced feelings of loneliness in older adulthood. In addition, it investigated whether engagement in health-related self-protection (e.g., positive reappraisals), but not in health engagement control strategies (e.g., investment of time and effort), would buffer the adverse effect of chronic illness on older adults' feelings of loneliness. Method: Loneliness was examined repeatedly in 2-year intervals over 8 years in a longitudinal study of 121 community-dwelling older adults (Time 1 age = 64 to 83 years). In addition, levels of chronic illness, health-related control strategies, and sociodemographic variables were assessed at baseline. Results: Growth-curve models showed that loneliness linearly increased over time and that this effect was observed only among participants who reported high, but not low, baseline levels of chronic illness. In addition, health-related self-protection, but not health engagement control strategies, buffered the adverse effect of chronic illness on increases in loneliness. Conclusions: Loneliness increases in older adulthood as a function of chronic illness. Older adults who engage in self-protective strategies to cope with their health threats might be protected from experiencing this adverse effect. © 2014 American Psychological Association.",0,0,no tech,1,,,,,0.2570404045
126,Suffering caused by care-elderly patients' experiences in community care,"Background: Growing old involves many changes in life and implies an increased risks of illness and different forms of disabilities. Life may change in a radical way when a person gets a disease like dementia or moves to a nursing home due to disabilities or needs. In both cases, it often leads to an increased dependency on care where the patient becomes exposed and vulnerable and thereby at a higher risk for experiencing different forms of suffering. Aim: The aim of this study was to elucidate and gain a deeper understanding of elderly patients' experiences of suffering in relation to community care in nursing homes and home care services. Materials and methods: A lifeworld hermeneutical approach was used. Phenomenological interviews and conversations with an open approach were conducted and analysed with a focus on meanings. Findings: The findings were presented in four main themes; an absence of the other in care, an absence of dialogues, a sense of alienation and a sense of insecurity. The findings in this study revealed that persons who were cared for in nursing homes and home care services sometimes were exposed to an unnecessary suffering. The suffering sometimes was caused by various caring actions, that is, unnecessary suffering. The suffering caused by care that aroused was due to caregiver's inability to be present, to show their face, and truly meet the patient. Conclusion: Suffering from care increased the elderly patients' feelings of insecurity, loneliness, and alienation; this seemed to be the foundation for patients' experiences of being outside a human community. There was a lack of knowledge and understanding about the patient's lifeworld. © 2013 R. Svanström et al.",0,0,no tech,1,,,,,0.6209443014
11,A randomized controlled trial of the psychosocial impact of providing internet training and access to older adults,"The Internet (electronic mail and the World Wide Web) may provide new opportunities for communication that can help older adults avoid social isolation. This randomized controlled trial assessed the psychosocial impact of providing Internet access to older adults over a five-month period. One hundred volunteers from four congregate housing sites and two nursing facilities were randomly assigned to receive Internet training or to a wait list control group. The pre & post measures included the UCLA Loneliness scale, modified CES Depression scale, a measure of locus of control, computer attitudes, number of confidants, and overall quality of life. Participants received nine hours of small group training in six sessions over two weeks. Computers were available for continued use over five months and the trainer was available two hours/week for questions. At the end of the trial, 60% of the intervention group continued to use the Internet on a weekly basis. Although there was a trend toward decreased loneliness and depression in intervention subjects compared to controls, there were no statistically significant changes from baseline to the end of trial between groups. Among Internet users (n = 29) in the intervention group there were trends toward less loneliness, less depression, more positive attitudes toward computers, and more confidants than among intervention recipients who were not regular users (n = 19) of this technology. Most elderly participants in this trial learned to use the Internet and the majority continued to use it on a weekly basis. The psychosocial impact of Internet use in this sample suggested trends in a positive direction. Further research is needed to determine more precisely, which older adults, residing in which environmental contexts are more likely than others to benefit from this rapidly expanding information and communication link.",1,1,INCLUDED,1,1,1,1,1,0.1899216942
38,Older people going online: Its value and before-After evaluation of volunteer support,"Although Internet usage can benefit older people by reducing social isolation, increasing access to services, and improving health and well-being, only a minority are online. Barriers to Internet uptake include attitude and a lack of knowledge and help. We have evaluated volunteer support in helping older people go online. Knowing what value the Internet has been to older people who have just gone online should guide how it is ""sold"" to those remaining offline. Objective: Objectives of this study are (1) to assess the feasibility of recruiting volunteers aged 50 years and older and supporting them in helping people (ie, beneficiaries) aged 65 years and older go online, (2) to assess the impact of beneficiaries using the Internet on contacts with others, loneliness, and mental health, and (3) to assess the perceived value to beneficiaries of going online. Methods: Beneficiaries received help in using the Internet from 32 volunteers in one of two ways: (1) one-on-one in their own homes, receiving an average of 12 hours of help over eight visits, or (2) in small group sessions, receiving 12 hours of help over six visits. We assessed, at registration and follow-up, the number of contacts with others, using Lubben's 6-item Lubben Social Network Scale (LBNS-6), loneliness, using De Jong Gierveld's 6-item De Jong Gierveld loneliness scale (DJG-6), and mental well-being, using Tennant's Short Warwick-Edinburgh Mental Well-Being Scale (SWEMWBS). We also assessed how beneficiaries valued going online using a Social Return on Investment (SROI) approach by postal survey. Results: A total of 144 beneficiaries were recruited with the aim of helping them go online via one-on-one (n=58) or small group (n=86) sessions. Data through to follow-up were available on 76.4% (110/144) of participants. From baseline to follow-up, the number of contacts with others was significantly increased-LBNS-6, mean 13.7 to mean 17.6-loneliness scores were reduced-DJG-6, mean 2.38 to mean 1.80-and mental well-being improved-SWEMWBS, mean 24.06 to mean 24.96. Out of six options, beneficiaries valued better communication with family and friends most and better health care least as a benefit of using the Internet. Out of nine options, having the Internet was valued less than having TV, but more than, for example, having a weekly visit from a cleaner. There were no associations between values placed on Internet use or volunteer help and psychological improvements. Conclusions: Volunteer help to go online seemed to result in increased social contacts, reduced loneliness, and improved mental well-being and was valued quite highly by beneficiaries. Although the use of the Internet for health care was the least valued, improved social contact can improve health. Contacting family is likely to be the best ""selling point"" of the Internet for older people.",0,1,no remote,1,,,,,0.575651844
378,Can playing massive multiplayer online role playing games (MMORPGs) help older adults?,"Gerontology researchers have demonstrated that social interaction has profound impacts on the psychological wellbeing of older adults. This paper addresses the question of whether and how playing Massive Multiplayer Online Role-Playing Games (MMORPGs) help older adults. We analyzed the relationships of older adults' social interactions in Massive Multiplayer Online Role-Playing Games (MMORPGs) to three social-psychological factors (i.e., loneliness, depression and social support). A total of 176 web surveys were usable from the 222 respondents aged 55 years or more who played World of Warcraft and were recruited online to complete the survey. It was found that enjoyment of relationships and quality of guild play had strong impacts on older adults' social and emotional wellbeing. Specifically, higher enjoyment of relationships was related to higher social support as well as lower levels of loneliness. Higher quality of guild play was related to higher levels of social support and lower levels of loneliness and depression.",0,?,"survey, no intervention",0,,,,,0.4811716817
373,Work and age,"In modern industrial communities a mismatch has arisen between the process of ageing and the pattern of working life. Over the last 100 years there has been a crystallization of the life-pattern into three phases, education (up to ages 15-25), work (from 15/25-65) and retirement (after 65), with sharp divisions between the phases. This pattern no longer conforms to human needs. Education needs to continue throughout life. The psychological changes that take place during adult life make it inappropriate to regard the period of working life as a homogeneous phase. Sudden retirement finally confronts the individual with difficult problems of adjustment. A restructuring of the life cycle, designed to meet human needs, and to bring education, work and leisure into a common pattern, is proposed. © 1972 Oxford University Press.",0,0,"not SI, no tech",1,,,,,0.1837763855
162,"Impoverished environment, cognition, aging and dementia","Animals living in an impoverished environment, i.e., without the possibility of physical and social activity, perform worse on cognitive tests compared to animals in an enriched environment. The same cognitive difference is also observed in humans. However, it is not clear whether this difference is caused by a decrease in cognition due to an impoverished environment or an increase due to an enriched environment. This review discusses the impact of an impoverished environment on cognition in animal experimental studies and human experimental studies with community-dwelling and institutionalized older people. Results show that the cognitive functioning of old rats is more affected by an impoverished environment than young rats. Similarly, sedentary and lonely people (impoverished environment) have worse cognitive functioning and show a faster cognitive decline than physically and socially active people. Institutionalization further aggravates cognitive decline, probably due to the impoverished environment of nursing homes. In institutions, residents spend an unnecessary and excessive amount of time in bed; out of bed they show mainly sedentary or completely passive behavior. In conclusion, older people, especially those that have been institutionalized, have poor levels of physical and social activity, which in turn has a negative impact on cognitive functioning. © 2011 by Walter de Gruyter Berlin Boston 2011.",0,0,no tech,1,,,,,0.4463157153
188,"Personal factors, communication and vision predict social participation in older adults","Social isolation is a predictor of morbidity and mortality in older people. Speech pathologists often consider that communication disabilities associated with normal ageing (sensory loss, language and discourse changes) contribute to social isolation. The aims of this study were to describe the functioning of older people using the International Classification of Functioning, Disability and Health (WHO, 2001) as a conceptual framework for language and sensory functioning, communicative activity, and social participation, and to explore the relationship between communication (both at an impairment level and an activity level), social participation and personal factors (demographics and emotional health). In a prospective study, 47 women and 28 men aged 62 to 98 years (mean = 74 yrs) completed objective and subjective assessments of functioning and participation, and provided personal information. Assessments were individually conducted in a face-to-face interview situation with the primary researcher, who was a speech pathologist. Assessments revealed the sample had predominantly mild hearing and vision impairments, unimpaired naming ability, frequent involvement in a wide range of communication activities, and variable social network size and social activities participation. Social participation was shown to be associated with vision, communication activities, age, education and emotional health. Naming and hearing impairments were not reliable predictors of social participation. It was concluded that professionals interested in maintaining and improving social participation of older people could well consider these predictors in community-directed interventions. Speech pathologists should therefore promote older people's involvement in everyday communicative activities while also limiting the impact of communication-related impairments, so that social participation is maintained in our ageing population. © 2005 Informa UK Ltd All rights reserved.",0,0,no tech,1,,,,,0.209363399
21,Sympathetic devices: Communication technologies for inclusion,"Encouraging wellness at home is a necessary step in alleviating the burden of an increasing number of older adults on the health care system and can also provide a vehicle for promoting independence and quality of life among older adults. However, aging at home comes with its own challenges, one of which is depression caused by isolation, a serious condition related to healthy aging and outcomes affecting a large number of older adults. Addressing communication needs across housing options might bring us closer to understanding and preventing social isolation and loneliness among older adults. This article presents an iterative process of applied within-subjects survey and action research studies for designing communication technologies sympathetic devices for older adults living independently. Emphasis and discussion is given to describing the design process of the sympathetic devices. Several concepts and products were designed and tested with older adults with consideration for aesthetic preferences as well as usefulness, ease of use, and accessibility of the technological devices. The results provide strong evidence of the importance of both form and function, when designing such technological devices for acceptance and adoption by older adults. More importantly, the research highlights a need for a multidisciplinary and intergenerational approach to address the real needs of older adults in the design of such technologies. © 2011 Informa Healthcare USA, Inc.",0,0,"no intervention, no remote, no SI",0,,,,,0.2887654384
224,"Approach, avoidance, and contact behavior of individually recognized animals automatically quantified with an imaging technique","A low-cost system was developed that allows the assessment of the location and the direction of movements of two individually recognized animals in a social interaction. The program was validated by (i) assessing deliberately induced approach and avoidance movements of artificial objects, (ii) the effects of known differences in social behavior between differently treated rats, and (iii) repeatedly testing social behavior under similar circumstances to assess enhanced social contact due to being familiar with the arena. Movements toward and away from each other of individually housed versus group-housed animals, and of young versus aged animals, were analyzed by the system. The results obtained, demonstrated that in the case of randomly moving artificial objects specific approachers or avoiders could not be identified, whereas isolated and young rats showed more approach behavior than their respective controls. In addition, the algorithm applied for calculating relative approach and avoidance movements elucidated differences between groups that were not noticed by human observers. Social contact behavior of rats was assessed automatically. Habituation to the testing situation in repeated testing increased social contact behavior. © 1992.",0,0,not OA,1,,,,,0.8505111642
106,Loneliness and Belongingness in Older Lesbians: The Role of Social Groups as “Community”,"This article explores loneliness and isolation in older lesbians, looking at the benefits offered by an over-55 fortnightly social group in Yorkshire. I argue that the women interviewed were more vulnerable to loneliness than their heterosexual counterparts as a direct consequence of many years of privacy and self-concealment and because they were more likely to be single, childless, and have fractured relationships with birth families; all significant losses viewed by the women as the “price you paid” for being a lesbian. Although the group did not completely alleviate loneliness, it provided a place of safety and offered a sanctuary where participants could be themselves and where friendships and other groups were formed. For many women, the group's exclusivity to older lesbians and bisexual women was deeply significant and influenced their decision to attend. I suggest that such groups have a vital role to play in promoting older lesbian, gay, bisexual, and transgender well-being and offering protection against loneliness and isolation in older age. © 2015, Copyright © Taylor & Francis Group, LLC.",0,0,no tech,1,,,,,0.7022694242
99,Promoting social capital to alleviate loneliness and improve health among older people in Spain,"Loneliness is especially frequent among older people in Southern Europe. Furthermore, promoting social capital to tackle loneliness and its health effects is an understudied intervention strategy. Therefore, a complex intervention was piloted in Spain in a pre-post study with a 2-year follow-up. Its aims were to explore the feasibility of the intervention and its short- and long-term effects. It was conducted in one mixed rural-urban and two urban areas of diverse socioeconomic levels from 2011 to 2012. The intervention framework was based on social capital theory applying a behaviour change model and care co-ordination. The intervention comprised: (i) a co-ordinated action aimed at building a network between primary healthcare centres and community assets in the neighbourhood and (ii) a group-based programme, which promoted social capital among lonely older people, especially social support and participation. Older people active in senior centres volunteered as gatekeepers. The main outcome domain was loneliness. Secondary outcome domains were participation, social support, self-perceived health, quality of life, depressive symptoms and use of health resources. Pre-post changes were assessed with t-test, Wilcoxon signed-rank test and McNemar's test. Differences between the three time points were assessed with a one-way ANOVA with repeated measures. Social workers and nurses were successfully involved as group leaders, 10 volunteers took part and 38 participants were included. After the intervention, loneliness decreased while social participation and support significantly increased. Furthermore, the number of visits to nurses increased. Exactly 65.8% of the participants built social contacts within the group and 47.4% became engaged in new activities. Two years later, social effects were maintained and depressive symptoms had decreased. Exactly 44.7% of the participants continued to be in contact with at least one person from the group and 39.5% continued participating. The intervention contributes a novel and feasible social capital-based approach for alleviating loneliness among older adults while prompting meaningful changes in their lives. © 2015 John Wiley & Sons Ltd.",0,0,no tech,1,,,,,0.1513444551
325,A revisit on older adults suicides and Severe Acute Respiratory Syndrome (SARS) epidemic in Hong Kong,"Background: The Severe Acute Respiratory Syndrome (SARS) outbreak in 2003 had an enormous impact on Hong Kong society and the suicide rate was also at its historical high, 18.6 per 100,000. The most significant increase was found among the older adults aged 65 or above. Methods: Poisson Regression Models were used to examine impact of the SARS epidemic on older adults suicides in Hong Kong. A complete set of the suicide statistics for the period 1993-2004 from the Coroners' Court were made available for the analysis. Chi-square test was used to compare the profile of the older adult suicide cases in the pre-SARS, peri-SARS and post-SARS periods. Results: It showed an excess of older adults suicides in April 2003, when compared to the month of April of the other years. A trough, instead of the usual summer peak, was observed in June, suggesting some of the older adults suicides might have been brought forward. On a year basis, the annual older adult's suicide rates in 2003 and 2004 were significantly higher than that in 2002, suggesting the suicide rate did not return to the level before the SARS epidemic. Based on the Coroners' suicide death records, overall severity of illness, level of dependency and worrying of having sickness among the older adult suicides were found to be significantly different in the pre-SARS, peri-SARS and post-SARS periods. Conclusion: The SARS epidemic was associated with an increase in older adults' suicide rate in April 2003 and some suicide deaths in June 2003 might have been brought forward. Moreover, an increase in the annual older adults' suicide rate in 2003 was observed and the rate in 2004 did not return to the level of 2002. Loneliness and disconnectedness among the older adults in the community were likely to be associated with the excess older adults' suicides in 2003. Maintaining and enhancing mental well being of the public over the period of epidemic is as important as curbing the spread of the epidemic. Attention and effort should also be made to enhance the community's ability to manage fear and anxiety, especially in vulnerable groups over the period of epidemic to prevent tragic and unnecessary suicide deaths. Copyright © 2008 John Wiley & Sons, Ltd.",0,0,"not SI, no tech",1,,,,,0.2709611404
183,An exploration of loneliness: Communication and the social networks of older people with cerebral palsy,"Background: There is a large body of research focusing on the experiences of loneliness of older adults, yet little is known about the loneliness experiences of older adults with lifelong disability. In this paper, the authors present some findings from a larger qualitative study on the loneliness experiences of older people with cerebral palsy. Method: Seven older adults with cerebral palsy participated in in-depth interviews. Analysis of the interviews identified overarching themes and recurrent topics in the data. These topics were coded and then grouped under the overarching themes. Results: Six themes were identified. All participants agreed that the themes of communication and social networks are most important when considering loneliness. In this paper, the participants' discussion of these two themes and their related topics are presented. Conclusions: The results demonstrate the need to provide support and training in communication to older people with cerebral palsy who experience communication difficulty, as well as to their communication partners. They also indicate the need for policy development to assist older adults with cerebral palsy to develop and maintain their social networks and form relationships that are rewarding and enriching. © 2007 Australasian Society for the Study of Intellectual Disability Inc.",0,0,no tech,1,,,,,0.6042355861
223,Who discloses the most on Facebook,"With the development of new media, the issue of privacy and its determinants has become the subject of a large body of literature in recent years. The main objective of this study was to check whether loneliness is a predictor of putting private information on Facebook. The participants were 887 young people. Facebook Privacy Scale and Loneliness Scale were used. We showed that young age and loneliness are predictors of disclosure on Facebook. Moreover, junior high school students more often put private information on their Facebook profiles than senior high school and university students. © 2015 Elsevier Ltd.",0,0,not OA,1,,,,,0.2225614239
71,High level architecture of a user-friendly relational home computing interface for people with mild cognitive impairment,"Purpose: This paper describes the initial phases of work done on creating a home computing interface designed especially for older adults with Mild Cognitive Impairment (MCI). Home computing has become a common part of contemporary daily life, arguably to the point where computer competency is a social expectation. Older adults may face numerous barriers to using computers, due to physical, cognitive, and social factors1. Home computing can be used to address many challenges experienced by older adults, such as social isolation. Some people with MCI may not have necessarily lost any of their cognitive abilities, but memory loss and other problems can impair successful independent living. Making computers easier to use for older adults is a way to bring helpful technology into their lives, as well as to help them participate more fully in the digital world. This project is being pursued as part of the AAL-WELL project that seeks to promote healthy and active ageing, with special attention given to people living with MCI. Methodology: The high-level architecture of this interface is based on a scoping review of the computing needs of people with MCI and includes technologies designed to facilitate ease-of-use by people with limited experience in using computers, along with relational agents designed to encourage and anticipate their interactions with applications. Technologies include motion recognition video cameras, such as those currently used in video game consoles, as well as speech recognition software. These avenues for input do not require the manipulation of a control device, and can be tailored to the unique characteristics of an individual, (such as compensating for tremors), providing greater accessibility. Another key technology is the concept of a relational agent; a relational agent is an animated computer character which seeks to build a relationship with the user over time2. Using a relational agent as the primary means of communicating with the user facilitates interaction that is based on the patterns of normal human interaction. This reduces the amount of technical skill that a user needs to learn how to use the system. It also enables the inclusion of functionality and activities that are aimed at caring for the emotional and physical well-being of the user, such as polling for user's current emotional state, chatting, and reminders (e.g., to pay bills, exercise, take medicine, see friends). This project will continue, as software is developed to complete a useful prototype. This is achieved using an iterative development methodology, which is crucial not only in a technical sense, where it supports flexible and measurable progress (as seen in Agile software development), but also as participatory action research, since it gives stakeholders multiple opportunities to test, inform, and guide the development of the project based on their own knowledge and prioritie Technology can be seen as an extension of its user, supplementing their inherent abilities. For people suffering from some forms of decline associated with ageing, computers provide a useful and cost-effective tool for improving their daily life. Computers are also a way of increasing social interaction by means of electronic communication, and providing pleasurable activity, such as listening to music. This project shows how advancing technology can be used in an innovative manner to address the gap between the availability of home computing functionality and its effective use in the daily lives of older adults.",0,0,"no SI, no intervention",0,,,,,0.002982195175
